date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:41:53	5232/5232	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://technext.github.io/robots.txt		(from )
18:41:54	37234/37234	---M-Z	200	added ('OK')	text/html	etag:W/%22620deae2-9172%22	https://technext.github.io/logistica/	E:/httrack/logistica/technext.github.io/logistica/index.html	(from )
18:41:54	9520/9520	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22620deae2-2530%22	https://technext.github.io/logistica/img/favicon.ico	E:/httrack/logistica/technext.github.io/logistica/img/favicon.ico	(from https://technext.github.io/logistica/)
18:41:55	56517/56517	---M-Z	200	added ('OK')	text/css	etag:%225eb03e60-dcc5%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.10.0/css/all.min.css	E:/httrack/logistica/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.10.0/css/all.min.css	(from https://technext.github.io/logistica/)
18:41:55	63666/63666	---M-Z	200	added ('OK')	text/css	etag:W/%22f8b2-v7ZMVELJO4O8jF4rcNGwrm8YAaE%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css	E:/httrack/logistica/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css	(from https://technext.github.io/logistica/)
18:41:56	16953/16953	---M-Z	200	added ('OK')	text/css	etag:W/%22620deae2-4239%22	https://technext.github.io/logistica/lib/animate/animate.min.css	E:/httrack/logistica/technext.github.io/logistica/lib/animate/animate.min.css	(from https://technext.github.io/logistica/)
18:41:56	2936/2936	---M-Z	200	added ('OK')	text/css	etag:W/%22620deae2-b78%22	https://technext.github.io/logistica/lib/owlcarousel/assets/owl.carousel.min.css	E:/httrack/logistica/technext.github.io/logistica/lib/owlcarousel/assets/owl.carousel.min.css	(from https://technext.github.io/logistica/)
18:41:57	9210/9210	---M-Z	200	added ('OK')	text/css	etag:W/%22620deae2-23fa%22	https://technext.github.io/logistica/css/style.css	E:/httrack/logistica/technext.github.io/logistica/css/style.css	(from https://technext.github.io/logistica/)
18:41:58	164123/164123	---M-Z	200	added ('OK')	text/css	etag:W/%22620deae2-2811b%22	https://technext.github.io/logistica/css/bootstrap.min.css	E:/httrack/logistica/technext.github.io/logistica/css/bootstrap.min.css	(from https://technext.github.io/logistica/)
18:41:58	37234/37234	---M-Z	200	added ('OK')	text/html	etag:W/%22620deae2-9172%22	https://technext.github.io/logistica/index.html	E:/httrack/logistica/technext.github.io/logistica/index-2.html	(from https://technext.github.io/logistica/)
18:41:59	19599/19599	---M-Z	200	added ('OK')	text/html	etag:W/%22620deae2-4c8f%22	https://technext.github.io/logistica/about.html	E:/httrack/logistica/technext.github.io/logistica/about.html	(from https://technext.github.io/logistica/)
18:41:59	16510/16510	---M-Z	200	added ('OK')	text/html	etag:W/%22620deae2-407e%22	https://technext.github.io/logistica/service.html	E:/httrack/logistica/technext.github.io/logistica/service.html	(from https://technext.github.io/logistica/)
18:41:59	16323/16323	---M-Z	200	added ('OK')	text/html	etag:W/%22620deae2-3fc3%22	https://technext.github.io/logistica/price.html	E:/httrack/logistica/technext.github.io/logistica/price.html	(from https://technext.github.io/logistica/)
18:41:59	13590/13590	---M-Z	200	added ('OK')	text/html	etag:W/%22620deae2-3516%22	https://technext.github.io/logistica/feature.html	E:/httrack/logistica/technext.github.io/logistica/feature.html	(from https://technext.github.io/logistica/)
18:42:00	11804/11804	---M-Z	200	added ('OK')	text/html	etag:W/%22620deae2-2e1c%22	https://technext.github.io/logistica/quote.html	E:/httrack/logistica/technext.github.io/logistica/quote.html	(from https://technext.github.io/logistica/)
18:42:00	16363/16363	---M-Z	200	added ('OK')	text/html	etag:W/%22620deae2-3feb%22	https://technext.github.io/logistica/team.html	E:/httrack/logistica/technext.github.io/logistica/team.html	(from https://technext.github.io/logistica/)
18:42:00	12268/12268	---M-Z	200	added ('OK')	text/html	etag:W/%22620deae2-2fec%22	https://technext.github.io/logistica/testimonial.html	E:/httrack/logistica/technext.github.io/logistica/testimonial.html	(from https://technext.github.io/logistica/)
18:42:00	9520/9520	---M-Z	200	added ('OK')	text/html	etag:W/%22620deae2-2530%22	https://technext.github.io/logistica/404.html	E:/httrack/logistica/technext.github.io/logistica/404.html	(from https://technext.github.io/logistica/)
18:42:01	12284/12284	---M-Z	200	added ('OK')	text/html	etag:W/%22620deae2-2ffc%22	https://technext.github.io/logistica/contact.html	E:/httrack/logistica/technext.github.io/logistica/contact.html	(from https://technext.github.io/logistica/)
18:42:01	158626/158626	---M--	200	added ('OK')	image/jpeg	etag:%22620deae2-26ba2%22	https://technext.github.io/logistica/img/carousel-1.jpg	E:/httrack/logistica/technext.github.io/logistica/img/carousel-1.jpg	(from https://technext.github.io/logistica/)
18:42:01	23020/23020	---M--	200	added ('OK')	image/jpeg	etag:%22620deae2-59ec%22	https://technext.github.io/logistica/img/about.jpg	E:/httrack/logistica/technext.github.io/logistica/img/about.jpg	(from https://technext.github.io/logistica/)
18:42:02	176455/176455	---M--	200	added ('OK')	image/jpeg	etag:%22620deae2-2b147%22	https://technext.github.io/logistica/img/carousel-2.jpg	E:/httrack/logistica/technext.github.io/logistica/img/carousel-2.jpg	(from https://technext.github.io/logistica/)
18:42:02	11706/11706	---M--	200	added ('OK')	image/jpeg	etag:%22620deae2-2dba%22	https://technext.github.io/logistica/img/service-1.jpg	E:/httrack/logistica/technext.github.io/logistica/img/service-1.jpg	(from https://technext.github.io/logistica/)
18:42:02	13010/13010	---M--	200	added ('OK')	image/jpeg	etag:%22620deae2-32d2%22	https://technext.github.io/logistica/img/service-2.jpg	E:/httrack/logistica/technext.github.io/logistica/img/service-2.jpg	(from https://technext.github.io/logistica/)
18:42:02	13454/13454	---M--	200	added ('OK')	image/jpeg	etag:%22620deae2-348e%22	https://technext.github.io/logistica/img/service-3.jpg	E:/httrack/logistica/technext.github.io/logistica/img/service-3.jpg	(from https://technext.github.io/logistica/)
18:42:03	18412/18412	---M--	200	added ('OK')	image/jpeg	etag:%22620deae2-47ec%22	https://technext.github.io/logistica/img/service-4.jpg	E:/httrack/logistica/technext.github.io/logistica/img/service-4.jpg	(from https://technext.github.io/logistica/)
18:42:03	20317/20317	---M--	200	added ('OK')	image/jpeg	etag:%22620deae2-4f5d%22	https://technext.github.io/logistica/img/service-5.jpg	E:/httrack/logistica/technext.github.io/logistica/img/service-5.jpg	(from https://technext.github.io/logistica/)
18:42:03	17020/17020	---M--	200	added ('OK')	image/jpeg	etag:%22620deae2-427c%22	https://technext.github.io/logistica/img/service-6.jpg	E:/httrack/logistica/technext.github.io/logistica/img/service-6.jpg	(from https://technext.github.io/logistica/)
18:42:03	49964/49964	---M--	200	added ('OK')	image/jpeg	etag:%22620deae2-c32c%22	https://technext.github.io/logistica/img/feature.jpg	E:/httrack/logistica/technext.github.io/logistica/img/feature.jpg	(from https://technext.github.io/logistica/)
18:42:04	12860/12860	---M--	200	added ('OK')	image/jpeg	etag:%22620deae2-323c%22	https://technext.github.io/logistica/img/team-1.jpg	E:/httrack/logistica/technext.github.io/logistica/img/team-1.jpg	(from https://technext.github.io/logistica/)
